recordid,title,author,place,year,language,subject
1.90E+13,"The country-man's proposal: or, A dialogue between a gentleman and farmer. Wherein a farmer shews how this nation may raise the queen twenty thousand pounds every day in the year, and neither have malt nor salt tax, nor charge any man's land above 2 s. in the pound, and to maintain this was with France twenty years, and the nation not one half penny the worse. 5th ed., cor","Cooper, Richard, farmer in the county of Nottingham",Nottingham,1712,English,Finance Taxation
1.90E+13,An essay upon ways and means of supplying the war. The second edition,"Davenant, Charles",London,1695,English,Finance Taxation
1.90E+13,"Jus imponendi vectigalia: or the learning touching customs, tonnage, poundage, and impositions on merchandizes asserted; as well from the rules of the common and civil law, as of generall reason and policy of state. The second edition","Davies, John, Sir",London,1659,English,Finance Taxation
1.90E+13,"Taxes no charge: in a letter from a gentleman, to a person of quality. Shewing the nature, use, and benefit of taxes in this kingdom; and compared with the impositions of foreign states. Together with their improvement of trade in time of war","Defoe, Daniel",London,1690,English,Finance Taxation
1.90E+13,"The state of the excise &c. vindicated, from the remarks of the author of the Short view &c. wherein some other escapes of that author, are likewise taken notice of","Defoe, Daniel",[n.p.],1706,English,Finance Taxation
1.90E+13,"A Plain and easie way, for the speedy raising of money, to supply their majesties present occasions: Which will also, very much tend to the advancing the value of lands. Humbly tender'd to the consideration of the high court of Parliament, now assembled. By a divine of the Church of England. Licens'd, Novemb. 20. 1691",Divine of the Church of England,London,1691,English,Finance Taxation
1.90E+13,The libertie of the subject: against the pretended power of impositions. Maintained by an argument in Parliament An.午 7午. Jacobi regis,"Hakewill, William",London,1641,English,Finance Taxation
1.90E+13,The case stated of the jurisdiction of the House of Lords in the point of impositions,"Holles, Denzil Holles, Baron",London,1676,English,Finance Taxation
1.90E+13,A proposal for a fund for the use of the government,"Hoskins, Thomas",[n.p.] proposed by Mr. Thomas Hoskins,1711,English,Finance Taxation
1.90E+13,"A book of funds: or, Some reasonable projections and proposals for raising three millions of money per annum, for supplies, to be granted his majesty. By such ways and methods as will be least burthensome to the people, during the war. Most humbly offer'd to the consideration of both houses of Parliament","Houghton, Thomas, Gent.",London,1696,English,Finance Taxation
1.90E+13,"A Proposal of one tax for all taxes. Founded upon a serious inquiry into the natural and divine right, and into the proper nature of tribute in general, and of custom and tax in particular; and regulated by a narrow search into the errors and defects of other taxes, all amended in this, which hath the qualities following",J. H.,[n.p.],1690,English,Finance Taxation
1.90E+13,"To the honourable the knights, citizens, and burgesses of the House of Commons in Parliament assembled, proposals most humbly offered for raising (in all likelyhood) upwards of five millions of money, without charging the poor, or burthening the rich. By such ways and means, that (for the greatest part thereof) the payers will voluntarily tax themselves. As also some objections answered, and a method proposed for the easie collection thereof, with much certainty and small charge",J. M.,London,1696,English,Finance Taxation
1.90E+13,"The laws of taxation: being a concise treatise of all the Acts of Parliament...relating to the taxes of England. To which are prefix'd, several new schemes for establishing of funds","Jacob, Giles",The Savoy,1720,English,Finance Taxation
1.90E+13,"My Lord Lucas his speech in the House of peers, Feb. the 22. 1670/1. upon the reading of the subsidy bill the second time, in the presence of his majesty","Lucas of Shenfield, John Lucas, Baron",Middleburg,1673,English,Finance Taxation
1.90E+13,"A declaration of the Commons assembled in Parliament. For bringing to condigne punishment, those that have raised false and scandalous rumors against the house, how that they intend to assesse every mans pewter, and lay excises upon other commodities ... As also further directions to his excellence the Earle of Essex Generall of the army, and to the Committee for his assistance in the army, appointed by both Houses of Parliament",NULL,London,1642,English,Finance Taxation
1.90E+13,"A declaration of the well-affected Common-councel-men of the City of London, in the name of themselvs, and the inhabitants thereof, concerning the injustice and oppression which is unequally cast and laid upon the distressed citizens. Wherein they remonstrate a speedy and just way, for the taking off of all heavy burdens, relleving the oppressed, the mittigating of taxes and assesments, and laying it upon rich marchants, and others, who are able to bear it, to the end that those who have bin oppressed may now go free",NULL,London,1649,English,Finance Taxation
1.90E+13,"An abstract of the act ... for granting to his majesty certain duties upon marriages, births, burials, and upon batchelours and widowers, for the term of five years. As also the act for explaining and regulating several doubts, &c. in the late act upon vellum, &c",NULL,London,1695,English,Finance Taxation
1.90E+13,"An abstract of the several acts of Parliament, for granting to his majesty certain duties upon marriages, births, burials, and upon batchelors and widowers; As also upon houses",NULL,London,1700,English,Finance Taxation
19010082S01100,An act against the raising of moneys upon the people without their consent in Parliament,NULL,London,1659,English,Finance Taxation
1.90E+13,"An indenture containing a grant of all his Majesties revenue of Ireland ... to Sir James Shaen and others for seven years, to commence the 26th. day of December 1675 ... paying therefore unto His Majesty, the summe of twenty thousand pounds the last day of every calendar moneth",NULL,Dublin,1676,English,Finance Taxation
1.90E+13,An ordinance ... for raising of monies for the maintenance of such forces as are and shall be raised in the County of Salop for the service of the Parliament,NULL,London,1644,English,Finance Taxation
19010073S01200,"An ordinance of the Lodrs [sic] and Commons assembled in Parliament, for the contribution of the value of one meale in the weeke, towards the charge of arming and forming into regiments the auxiliarie forces",NULL,London,1644,English,Finance Taxation
19010075S00600,"An ordinance of the Lords & Commons assembled in Parliament, for raising moneys to be imployed for the maintenance of the forces under the command of Sir Thomas Fairfax",NULL,London,1647,English,Finance Taxation
19010073S01900,"An ordinance of the Lords and Commons assembled in Parliament, for a monethly charge and tax of two thousand eight hundred pounds upon the county of Lincoln",NULL,London,1645,English,Finance Taxation
19010073S02100,"An ordinance of the Lords and Commons assembled in Parliament, for charging and taxing a monethly rate of 300. pounds upon the county of Essex, for the safety and defence of said county",NULL,London,1645,English,Finance Taxation
19010073S01100,"An ordinance of the Lords and Commons assembled in Parliament, for raising of fourscore thousand pounds by a weekly assessment",NULL,London,1644,English,Finance Taxation
19010073S01400,"An ordinance of the Lords and Commons assembled in Parliament, for the maintaining of the forces of the seven associated counties under the command of Edward Earl of Manchester",NULL,[London?],1644,English,Finance Taxation
19010073S02200,"An ordinance of the Lords and Commons assembled in Parliament, for the monthly taxing and leavying of the sum of two thousand eight hundred pounds to continue from the first of July last, to the fi st [sic] of January next, for the maintenance of the garrisons of the county of Lincoln",NULL,London,1645,English,Finance Taxation
19010073S02300,"An ordinance of the Lords and Commons assembled in Parliament, for the raising and levying of the monethly sum of one and twenty thousand pounds, towards the maintenance of the Scotish army",NULL,London,1644,English,Finance Taxation
19010072S02600,"An ordinance of the Lords and Commons assembled in Parliament, for the raising of 66666 1. 13s. 4d. by way of a loane, for the better enabling of our brethren of Scotland",NULL,London,1643,English,Finance Taxation
19010074S01700,"An ordinance of the Lords and Commons assembled in Parliament, for the raising of monies to be imployed towards the maintenance of forces within this kingdom, under the command of Sir Thomas Fairfax",NULL,London,1647,English,Finance Taxation
19010072S02700,"An ordinance of the Lords and Commons assembled in Parliament, for the speedy supply of monies within the City of London, and liberties thereof, for the reliefe and maintenance of the armies",NULL,London,1643,English,Finance Taxation
19010072S02800,"An ordinance of the Lords and Commons assembled in Parliament, to inable the Right Honourable, Edward, Earle of Manchester, to put in execution all former ordinances for sequestring delinquents estates",NULL,London,1643,English,Finance Taxation
19010072S03000,"An ordinance of the Lords and Commons in Parliament, for the speedy raising of fourteene thousand pounds, and furnishing of one or more magazine, or magazines of armes",NULL,London,1643,English,Finance Taxation
1.90E+13,"Anno regni Ann抇 Regin抇 Magna Britannia, Francia, & Hibernia, duodecimo. At the Parliament summoned to be held at Westminster, the twelfth day of November, anno dom. 1713. In the twelfth year of the reign of our Sovereign Lady Anne ... And by several writs of prorogation begun and holden on the sixteenth day of February, 1713",NULL,London,1714,English,Finance Taxation
1.90E+13,"Anno regni Annae Reginae Magna Britannia ... decimo. At the Parliament begun and holden at Westminster, the twenty fifth day of November, anno Dom. 1710. In the ninth year of the reign of our sovereign lady Anne ... And from thence continued by several prorogations to the seventh day of December, 1711",NULL,London,1712,English,Finance Taxation
1.90E+13,"By the King and Queen, A proclamation for prolonging and appointing the time for the first general meeting of their Majesties Commissioners for executing the act of Parliament lately made for granting to their Majesties an aid of twelve pence in the pound for one year, and for authorising and impowering the respective Commissioners to proceed and act accordingly",NULL,London,1689,English,Finance Taxation
19010072S00800,"Instructions and directions from the House of Commons to the high sheriffs, commissioners, collectors, high constables, churchwardens, and overseers for the poore",NULL,London,1642,English,Finance Taxation
1.90E+13,"Letters patents granted by his majesty: containing a demise of his revenue of Ireland for seven years, bearing date the twelfth day of July 1669. As also letters patents granted by his majesty, containing an abatement of rent, bearing date the third day of August 1669. Together with marginal notes and an alphabetical table",NULL,London,1669,English,Finance Taxation
1.90E+13,"Proposals humbly offered to the consideration of the honourable the knights, citizens and burgesses, in Parliament assembled, for the raising of six millions of pounds sterling, for the carrying on the war against France with vigor",NULL,[n.p.],1696,English,Finance Taxation
1.90E+13,"The Following proposalls are humbly offered the honorable House of Commons, as funds on which to raise the sums voted for the civil list and relief of the French refugees",NULL,[London],1696,English,Finance Taxation
1.90E+13,"The ordinance and declaration of the Lords and Commons, for the assessing all such who have not contributed sufficiently for raising of money, plate, &c. With his Maiesties declaration to all his loving subjects upon occasion thereof",NULL,Oxford [London] L. Lichfield,1642,English,Finance Taxation
1.90E+13,"The speech of the Right Honourable Henry Powle, esq.; speaker of the House of commons, upon passing the bill, intitled, An act for granting a present aid to Their Majesties",NULL,[London] E. Jones and W. Nott,1688,English,Finance Taxation
1.90E+13,"A Political account of the diminutions of the revenues and trade of France by taxes and subsidies. Duduc'd from the year 1660, to 1699. Writ originally by an officer of the finances, who was displaced, and prosecuted for the same",Officer of the finances who was displaced and prosecuted for the same,London,1702,English,Finance Taxation
1.90E+13,"Aurum regin抇; or a compendious tractate, and chronological collection of records in the tower, and court of exchequer concerning Queen-gold: evidencing the quiddity, quantity, quality, antiquity, legality of this golden prerogative, duty and revenue of the queen-consorts of England","Prynne, William",London,1668,English,Finance Taxation
1.90E+13,"A Letter from a gentleman to his friend, by way of answer to one from him, shewing the present expedient and easiness of equal taxing",R. S.,[n.p.],1692,English,Finance Taxation
1.90E+13,"Proposals humbly offer'd to the consideration of the honourable House of commons, for laying a poll-tax on all horses, mares, geldings, &c. for one year; and a poundage-tax on all horses, mares, geldings, &c. that shall be bought or sold in England. Also an annual imposition or duty on all weights and measures whatsoever; as likewise on all shopkeepers and tradesmen","Smith, John, writer on taxation",[n.p.],1670,English,Finance Taxation
1.90E+13,"To the knights, citizens, and burgesses, in Parliament assembled, the proposals of William Sydenham, Esquire, for the raising a considerable revenue to his majesty, by a tax on mony, proportionable to that on land; which be humbly layeth before your honours great wisdom and consideration","Sydenham, William",[n.p.],1696,English,Finance Taxation
1.90E+13,"A Caveat, for my countreymen in general, the assessors and collectors of publick taxes, in particular",undefined,[n.p.],1660,English,Finance Taxation
1.90E+13,"Funds no grievance: or, The sanction of parliamentary security asserted. Shewing, by unquestionable instances and arguments, that the enemies to the funds are enemies to the constitution",undefined,London,1710,English,Finance Taxation
1.90E+13,"Funds no grievance: or, the sanction of Parliamentary security asserted. Shewing, by unquestionable instances and arguments, that the enemies to the funds are enemies to the constitution",undefined,London,1714,English,Finance Taxation
1.90E+13,"London's account: or, a calculation of the arbitrary and tyrannicall exactions, taxations, impositions, excises, contributions, subsidies, twentieth parts, and other assessements, within the lines of communication, during the foure yeers of this unnaturall warre. What the totall summe amounts unto, what hath beene disbursed out of it, and what remaines in the accomptants hands",undefined,[n.p.],1647,English,Finance Taxation
1.90E+13,Some considerations about the most proper way of raising money in the present conjuncture,undefined,[London?],1693,English,Finance Taxation
1.90E+13,"The Taxes not grievous, and therefore not a reason for an unsafe peace",undefined,London,1712,English,Finance Taxation
1.90E+13,"A project for a royal tythe: or, general tax; which by suppressing all the ancient funds and later projects for raising the publick revenues, and for ever abolishing all exemptions, unequal assessments, and all rigorous and oppressive distraining on the people, will furnish the government a fixt and certain revenue; sufficient for all its exigencies and occasions, without oppressing the subjects","Vauban, S挬bastien Le Prestre de",London,1708,English,Finance Taxation
1.90E+13,"An essay for a general tax; or, a project for a Royal tythe: which by suppressing all the ancient funds and later projects for raising the publick revenues, and for ever abolishing all exemptions, unequal assessments, and all rigorous and oppressive distraining on the people, will furnish the government a fixt and certain revenue, sufficient for all its exigencies and occasions, without oppressing the subjects. The second edition, corrected","Vauban, S挬bastien Le Prestre de",London,1710,English,Finance Taxation
1.90E+13,"A Discourse (by way of essay) humbly offer'd to the consideration of the honourable House of Commons, towards the raising moneys by an excise. Demonstrating the conveniency of raising moneys that way. Together with an enumeration of some certain particular commodities, whereup抇n an annual receipt of one million may be presently settled, and with the same ease to the people, as any other part of his majesty's revenue whatsoever. By W.C","W. C., Esq.",London,1695,English,Finance Taxation
1.90E+13,"The state and condition of our taxes, considered; or, a proposal for a tax upon funds: shewing, the justice, usefulness, and necessity, of such a tax, in respect to our trading and landed interest, and especially if we engage in a new war. With some directions to the freeholders of Great Britain, concerning the choice of the next Parliament. By a freeholder. The second edition","Wagstaffe, William",London,1714,English,Finance Taxation
1.90E+13,"The rights of the people concerning impositions, stated in a learned argument; with a remonstrance presented to the Kings most excellent majesty, by the Honorable House of Commons, in the Parliament, An. Dom. 1610. Annoq; Regis Jac. 7. By a late eminent judge of this nation","Whitelocke, James, Sir",London,1658,English,Finance Taxation
1.90E+13,"The rights of the people of England, concerning impositions. Stated in a learned argument; by Sir Henry Yelverton Knight and Baronet, late one of the Justices of the Court of Common-pleas. With a remonstrance presented to the kings most excellent majesty, by the Honourable House of commons, in the Parliament, An. Dom. 1620","Whitelocke, James, Sir",London,1679,English,Finance Taxation
1.90E+13,"An ordinance and instructions to be observed by all the subjects of Holland and Westfriesland, and whom it may concern: drawn up and published by the States of the said countrys, concerning dues to be taxed upon recreations and divertisements, morning and evenings-draughts, &c. Published at the Hague the 20th. of Jan. 1674. Translated out of Dutch",NULL,London,1674,English,"Finance Taxes, Farming of"
1.90E+13,"Letters patents granted by his majesty: containing a demise of his revenue of Ireland for seven years, bearing date the twelfth day of July 1669. As also letters patents granted by his majesty, containing an abatement of rent, bearing date the third day of August 1669. Together with marginal notes and an alphabetical table",NULL,[London] in the Savoy,1672,English,"Finance Taxes, Farming of"
1.90E+13,"Tentations their nature, danger, cure. The third part","Capel, Richard",London,1636,English,Finance Temptation
1.90E+13,"Instructions to be observed by the officers employ'd in the duties on printed, painted, stain'd, and dy'd silks, callicoes, linens and stuffs",NULL,London,1712,English,Finance Textile fabrics
1.90E+13,Reasons humbly offer'd to the honourable House of commons against laying any farther duties on buckrams,NULL,[n.p.],1714,English,Finance Textile fabrics
1.90E+13,"The case of the clothiers of Gloucester-shire against the aulnagers, humbly offered to the honourable House of commons in Parliament assembled",NULL,Unknown,1688,English,Finance Textile fabrics
1.90E+13,"Proposals for taking off the land-tax: likewise ways and means for easing the nation of all the other taxes; to the great advancement of trade, and benefit of the nation in general. Being a project for raising above three millions per annum. Humbly submitted to the consideration of the honourable House of commons",undefined,Stamford [etc.] T. Baily and W. Thompson [etc.],1713,English,Finance Textile fabrics
1.90E+13,"Proposals for a very easie tax, to raise about three millions of pounds per annum, to begin to pay the publick debts, (or other publick uses,) with the happy consequences that will accrue to the kingdom in general, if it should be laid on; humbly offered to the consideration of the honourable House of Commons","Parker, Ephraim",[London?],1713,English,Finance Textile industry
1.90E+13,"Proposals for a very easie tax, to raise about three millions of pounds per annum, to begin to pay the publick debts, (or other publick uses,) with the happy consequences that will accrue to the kingdom in general, if it should be laid on; humbly offered to the consideration of the honourable House of commons","Parker, Ephraim",[n.p.],1714,English,Finance Textile industry
1.90E+13,"Proposals for laying on a very easy tax, to begin to pay the publick debts; humbly presented to the consideration of the honourable House of Commons","Parker, Ephraim",[n.p.],1714,English,Finance Textile industry
1.90E+13,"The Case of the clothiers and fullers of the counties of Glocester, Devon, Oxford, Worcester, York, Dorset and Wiltshire",undefined,[n.p.],1712,English,Finance Textile industry
1.90E+13,The Case of the starch-makers,undefined,[n.p.],1712,English,"Finance Thorpe, John,"
1.90E+13,"[Begins] Please to note further, that there is no tin in East-India, or any foreign country that can be afforded in Europe so cheap as the English, by 20 or 30 s. the hundred weight",undefined,[n.p.],1695,English,Finance Tin
1.90E+13,"Reasons for raising the price of tin, at the present; and keeping it from falling, for the future, in the counties of Cornwall, and Devon: Together with some proposals, in order to effect the same, without any offence to our neighbours, or prejudice to the traders, in that commodity",undefined,[London?],1697,English,Finance Tin
1.90E+13,Of the right of tithes. A divinity determination in the publike divinity schools of the university of Cambridge,"Andrewes, Lancelot",London,1647,English,Finance Tithes
1.90E+13,"A few words minding the representative of the Common-wealth of England how they may pay their armies, and ease the people of their taxes, which have a long time been a heavy burthen upon the poorer sort","Banes, William",London,1659,English,Finance Tithes
19010081S00400,A measure of the times,"Burrough, Edward",London,1657,English,Finance Tithes
19010057S00100,"Tithes examined and proved to be due to the clergie by a divine right- 2d ed., revised by the author","Carleton, George",London,1611,English,Finance Tithes
19010054S01100,"Tithes examined, and proved to bee due to the clergie by a divine right","Carleton, George",London,1606,English,Finance Tithes
1.90E+13,"Vindici抇 decimarvm, of tithes, a plea for the ivs divinvm","Carter, John, diacon",London,1640,English,Finance Tithes
1.90E+13,"An item against sacriledge: or, Sundry queries concerning tithes","Clarke, Samuel",London,1653,English,Finance Tithes
1.90E+13,"An historical vindication of the divine right of tithes, from Scripture, reason, and the opinion and practice of Jews, Gentiles, and Christians in all ages. Designed to supply the omissions, answer the objections, and rectifie the mistakes of Mr. Selden's History of tithes","Comber, Thomas",London,1682,English,Finance Tithes
1.90E+13,"An historical vindication of the divine right of tithes. Which is further proved by scripture and antiquity, and illustrated by the solemn consecration and great convenience of them. With an answer to the objections of other authors against them. Part II","Comber, Thomas",London,1685,English,Finance Tithes
19010122S00400,"The Proceedings of the barons of Exchequer at Westminster, in their court of equity, for tythes and oblations, and other ecclesiastical duties, considered and examined",Counsellor learned in the law,London,1705,English,Finance Tithes
1.90E+13,"Decimarum & oblationum tabula. A tithing-table. Or, Table of tithes and oblations, according to the ecclesiastical laws and ordinances established in the Church of England, now newly reduced into a book. Comp. by W.C., bach of the civil-law","Crashaw, William",London,1676,English,Finance Tithes
1.90E+13,"Decimarum & oblationum tabula. A tything table. Or Table of tithes and oblations, according to the ecclesiastical laws and ordinances established in the Church of England, now newly reduced into a book. Comp. by W.C., bach. of the civil law","Crashaw, William",London,1662,English,Finance Tithes
1.90E+13,"Decimarum & oblationum tabula. A tything-table. or table of tythes and oblations, according to the ecclesiastical laws and ordinances established in the Church of England, now newly reduced into a book. Containing as well the very letter of the law under which these rights be severally comprised, together with such questions of tything, and their resolutions by the laws canon, civil, and approved doctors opinions of the same, as be ordinarily moved, and which do often prove to controversies herein: As also a brief and summary declaration of composition, transaction, custom, prescription, priviledge; and how they prevail in tything. Annexed hereunto, summarily, such statute-laws of the land concerning these rights, as have been herein authorized","Crashaw, William",London,1665,English,Finance Tithes
19010094S00200,Decimarum et oblationum tabula : a tything table,"Crashaw, William",London,1671,English,Finance Tithes
1.90E+13,"Decimarvm et oblationvm tabvla. A tithing table. Or table of tithes and oblations, according to the Kings ecclesiasticall lawes and ordinances established in the Church of England: Now newly reduced into a booke; Contayning as well the very letter of the law under which these rights be seuerally comprised, together with such questions of tything, and their resolutions by the lawes canon, ciuill, and approued doctors opinions of the same, as he ordinarily ... as also a briefe and summarie declaration of composition, transaction, custome, prescription, priuilege; and how they preuaile in tything","Crashaw, William",London,1635,English,Finance Tithes
1.90E+13,"A defence and vindication of the right of tithes, against sundry late scandalous pamphlets: shewing, the lawfullnesse of them, and the just remedy in law for them, as well in London as elsewhere","Downame, John",Penned by a friend to the Church of England,1646,English,Finance Tithes
19010077S00100,The civil right of tythes,"Elderfield, Christopher",London,1650,English,Finance Tithes
19010078S00900,"The Civill right of tythes, or, The countrey incumbent his clayme thereto","Elderfield, Christopher",London,1653,English,Finance Tithes
19010114S01200,An account of tythes in general,"Ellwood, Thomas",[s.l.],1700,English,Finance Tithes
19010141S01100,The foundation of tythes shaken- 2d ed.,"Ellwood, Thomas",London,1720,English,Finance Tithes
1.90E+13,"The foundation of tythes shaken: and the four principal posts (of divine institution, primitive practice, voluntary donations, positive laws) on which the nameless author of the book, called, The right of tythes asserted and proved, hath set his pretended right to tythes, removed, in a reply to the said book","Ellwood, Thomas",[n.p.],1678,English,Finance Tithes
19010078S01000,Ministers for tythes,"Erbery, William",London,1653,English,Finance Tithes
19010081S00500,"That all might see who they were that had a command and did pay tythes, and who they were that had a law to receive them","Fox, George",London,1657,English,Finance Tithes
19010098S00500,The beginning of tythes in the law and ending of tythes in the Gospel,"Fox, George",[s.l.],1676,English,Finance Tithes
19010105S00500,"Tythes, offerings, and first-fruits, commanded by the law in the Old Testament, is not gospel","Fox, George",London,1683,English,Finance Tithes
19010101S00400,"A Christian-Testimony born by the people of God in scorn called Quakers, in London","Gibson, William",[s.l.],1679,English,Finance Tithes
19010082S01700,"Tumulus decimarum, of, The history of tythes",H. P.,London,1659,English,Finance Tithes
1.90E+13,"The undeceiving of the people in the point of tithes: Wherein is shewed, I. That never any clergy in the church of God hath been, or is maintained with lesse charge to the subject, then the established clergy of the Church of England. II. That there is no subject in the realme of England, who giveth any thing of his own, towards the maintenance of his Parish-minister, but his easter-offering. III. That the change of tithes into stipends, will bring greater trouble to the clergy, then is yet considered; and far lesse profit to the contrey, then is now pretended","Heylyn, Peter",London,1648,English,Finance Tithes
1.90E+13,"Undeceiving of the people, in the point of tithes. Wherein is shewed, I. That never any clergy in the Church of God hath been, or is maintained with lesse charge to the subject, then the established clergy of the Church of England. II. That there is no subject in the realme of England, who giveth any thing of his own, towards the maintenance of his parish-minister, but his Easter-offering. III. That the change of tithes into stipends, will bring greater trouble to the clergy, then is yet considered; and far lesse profit to the countrey, then is now pretended. By Ph. Treleinie gent","Heylyn, Peter",London,1651,English,Finance Tithes
1.90E+13,The great case of tythes and forced maitenance [!] once more revived ... Also the institution and division of parishes,"Howgil, Francis",[n.p.],1665,English,Finance Tithes
19010069S00200,The gospell and his maintenance,"Johnson, Ro. (Robert)",London,1633,English,Finance Tithes
19010081S00900,The true tything of the gospel-ministers,"Kingsnorth, Richard",London,1657,English,Finance Tithes
1.90E+13,An essay concerning the divine right of tythes,"Leslie, Charles",London,1700,English,Finance Tithes
19010123S00500,A discourse concerning the maintenance due to those that preach the Gospel,"Mather, Increase","Boston, N.E.",1706,English,Finance Tithes
1.90E+13,"A proclamation, concerning the persons who are lyable in the payment of the annuity of teinds",NULL,Edinburgh,1688,English,Finance Tithes
1.90E+13,An additionall ordinance ... for the true payment of tithes and other duties,NULL,London,1647,English,Finance Tithes
1.90E+13,"An ordinance ... for the true payment of tythes, and other such duties, according to the lawes and customes of this realme",NULL,London,1644,English,Finance Tithes
19010075S01000,"An ordinance of the Lords and Commons assembled in Parliament, for the true payment of tythes and other duties",NULL,London,1648,English,Finance Tithes
1.90E+13,"Monday June 27th 1659. Resolved, that this Parliament doth declare ... the payment of tithes shall continue as now they are",NULL,London,1659,English,Finance Tithes
1.90E+13,"The Husbandmans plea against tithes. Or, Two petitions presented unto the House of ommons assembled in Parliament: by divers freeholders, and other freemen of the county of Hertfordshire with the parts adjacent of Bedford and Buckinghamshires for the taking away of tithes",NULL,London,1647,English,Finance Tithes
19010073S02800,The Inditement of tythes,NULL,London,1646,English,Finance Tithes
19010427S01100,"The Moderate man's proposall to the Parliament about tithes, : in behalf of the magistrate, minister and people.",NULL,London,1659,English,Finance Tithes
19010073S02900,The petition of the Committee of Kent concerning tithes... : with the speakers returne thereto,NULL,[s.l.],1646,English,Finance Tithes
1.90E+13,"An indictment against tythes: or, Tythes no wages for gospel-ministers. To which are added, certain reasons taken out of Doctor Burgess his case concerning the buying of bishops lands ... Likewise a query to William Prynne","Osborne, John, lover of the truth as it is in Jesus",London,1659,English,Finance Tithes
19010074S00100,"The ordinance for tythes dismounted, from all mosaicall, evangelicall, and true magesteriall right / by Martin Mar-Priest [pseud.]","Overton, Richard",Europe [London?],1646,English,Finance Tithes
19010069S01000,"The historie of tithes, or, Tithes vindicated to the presbyters of the Gospel","Parsons, Bartholomew",Oxford,1637,English,Finance Tithes
1.90E+13,"The great case of tythes truly stated, clearly opened, and fully resolved. The third edition, corrected and amended","Pearson, Anthony",London,1659,English,Finance Tithes
1.90E+13,"The original and right of tithes, for the maintenance of the ministry in a Christian church truly stated","Prideaux, Humphrey",Norwich,1710,English,Finance Tithes
19010078S01100,"A gospel plea, interwoven with a rational and legal, for the lawfulnes & continuance of the ancient setled maintenance and tenthes of the ministers of the Gospel","Prynne, William",London,1653,English,Finance Tithes
1.90E+13,"The country-mans catechisme or, the churches plea for tithes",R. B. (Robert Boreman),London,1652,English,Finance Tithes
1.90E+13,The historie of tithes,R. P. (Richard Perrot),[Cambridge] printed by the printers to the Universitie of Cambridge,1640,English,Finance Tithes
19010102S00200,"A testimony against tything among Christians, being ceremonial, typical and disannulled by Christ","Richardson, Richard",[s.l.],1680,English,Finance Tithes
19010057S00700,"The revenue of the gospel is tythes, due to the ministerie of the word, by that word","Robartes, Foulke",[Cambridge],1613,English,Finance Tithes
1.90E+13,"Tythes/ended by Christ/with the Levitical priesthood ... Being an answer to two reviling pamphlets written against the ... Quakers ... by C.N. [i.e. Clement Nedham] ... and ... Cress Wheatley. By ... T. Rudyard and W. Gibson, also a postscript by G. Watt. Also some brief observations upon ... a book entituled Christ's call to professors by W.G.","Rudyard, Thomas",[n.p.],1673,English,Finance Tithes
1.90E+13,"The poore vicars plea. Declaring, that a competencie of meanes is due to them out of the tithes of their seuerall parishes, notwithstanding the impropriations","Ryves, Thomas, Sir",London,1620,English,Finance Tithes
19010065S00200,The qu抇stion of tythes revised,"Sclater, William",London,1623,English,Finance Tithes
1.90E+13,"The historie of tithes, that is, the practice of payment of them. The positiue laws made for them. The opinions touching the right of them. A review of it is also annext, which both confirmes it and directs in the use of it","Selden, John",[n.p.],1618,English,Finance Tithes
19010092S00300,"The parsons guide, or, The law of tythes","Sheppard, William",London,1670,English,Finance Tithes
1.90E+13,"The Parsons guide: or the law of tithes. Wherein is shewed who must pay tythes, and to whom, and what things, when, and how they must be paid, and how they may be recovered at this day, and how a man may be discharged of payment thereof","Sheppard, William",London,1654,English,Finance Tithes
1.90E+13,"The larger treatise concerning tithes, long since written and promised by Sir Hen: Stelman Knight. Together with some other tracts of the same authour, and a fragment of Sir Francis Bigot Knight, all touching the same subject. Whereto is annexed, an answer to a question of a gentleman of quality, made by a reverend and learned divine living in London, concerning the settlement or abolition of tithes by the Parliament wherein also are comprised, some animadversions upon a late little pamphlet called, The countries plea against tithes ... and also, upon the Kentish petition","Spelman, Henry, Sir",London,1647,English,Finance Tithes
1.90E+13,Apostolike obedience,"Sybthorpe, Robert",London,1627,English,Finance Tithes
19010078S01200,A briefe treatise concerning the chiefe dispute of this time about tithes,"Turmiger, Bevill",London,1653,English,Finance Tithes
19010123S00300,"A Brief account of some severe prosecutions in the Court of Exchequer, against several of the people called Quakers",undefined,London,1706,English,Finance Tithes
1.90E+13,"An Answer to the severall petitions of late exhibited to the high court of Parliament, and to His Excellency the Lord Generall Cromwell, by the poor husband-men, farmers, and tenants in severall counties of England, for the taking away of tithes, paid to priests and impropriators. The 2d impression with additions",undefined,London,1652,English,Finance Tithes
1.90E+13,Certain queries concerning the propriety and right of the ministry of England to tithes,undefined,[n.p.],1651,English,Finance Tithes
19010074S01600,The Countreys plea against tythes,undefined,London,1647,English,Finance Tithes
1.90E+13,"Tythes no gospel-ministers maintenance, proved: in a seasonable answer to the arguments of Mr. John Crawford, minister of High-Holden in Kent","Wall, Thomas",[London?],1681,English,Finance Tithes
19010071S01000,Abstract of A treatise concerning the payment of tythes and oblations in London,"Walton, Brian",[s.l.],1641,English,Finance Tithes
1.90E+13,"A Treatise of tithes. Written by a wel-wisher to religion, and proprietie, as they have been established by the law of the land, and as they have been continued, and confirmed throughout divers ages, by severall acts of Parliament","Wel-wisher to religion, and proprietie",London,1653,English,Finance Tithes
