recordid,title,author,place,year,language,subject
1.90E+13,"A true discovery to the Commons of England, how they have been cheated of almost all the gold and silver coyn of this nation, which hath been, and is daily transported into forraign parts. And how the people of this nation are, and have been abused by light and clipped English money, and the means shewed for the prevention thereof. Humbly presented to the Parliament of the Common-wealth of England","Violet, Thomas",London,1650,English,Finance Coinage
1.90E+13,An appeal to Caesar: wherein gold and silver is proved to be the Kings majestie's royal commodity,"Violet, Thomas",London,1660,English,Finance Coinage
1.90E+13,"An humble declaration to the Right Honourable the Lords and Commons in Parliament assembled, touching the transportation of gold and silver, and other abuses practised upon the coynes and bullion of this realm: presented the 12th day of April, 1643. Wherein is declared the great mischeifes that have befallen the common-wealth, by the above-said misdemeanours","Violet, Thomas",London,1643,English,Finance Coinage
1.90E+13,"The answer of the Corporation of moniers in the mint, at the Tower of London, to two false and scandalous libells printed at London, and lately come forth without date","Violet, Thomas",[n.p.],1653,English,Finance Coinage
1.90E+13,"An Account of the proceedings in the House of Commons, in relation to the recoining the clipp'd money, and falling the price of guineas. Together with a particular list of the names of the members consenting and dissenting. In answer to a letter out of the countrey","Wagstaffe, Thomas",[n.p.],1696,English,Finance Coinage
1.90E+13,"A Table for the more easie computation of the value of sterling silver, and silver coin by weight",undefined,London,1696,English,Finance Coins
1.90E+13,"An account of all the gold and silver coins ever used in England: Particularly, of their value, fineness, and allay, and the standards of gold and silver in all the respective reigns for the last six hundred years. Likewise of it's plenty and scarcity: more especially of that remarkable scarcity of silver complain'd of in Parliament in Henry VIth time, and the determinations on it; with a method proposed to redress our present grievance, in respect to our want of silver: faithfully collected from records and the best historians","Madox, Thomas",London,1718,English,"Finance Coins, British"
1.90E+13,"By the king and queen. A proclamation for avoiding all dammage and loss to the subjects, by the foreign coins by them lately received",NULL,London,1689,English,"Finance Coins, Dutch"
1.90E+13,Advertisement for the more easie and speedy collecting of debts,"Murray, Robert",[n.p.],1682,English,Finance Collecting of accounts
19010099S00500,"The Mystery of mony-catching, or, The character of an importunate dunn",undefined,London,1678,English,Finance Collecting of accounts
1.90E+13,"The merchant's magazine: or, Trades man's treasury","Hatton, Edward",London,1712,English,Finance Commerce
1.90E+13,"The merchant's magazine: or, Trades-man's treasury","Hatton, Edward",London,1699,English,Finance Commerce
1.90E+13,"A Full and impartial account of the Company of Mississipi, otherwise call'd the French East-India-company, projected and settled by Mr. Law",undefined,London,1720,English,Finance Compagnie des Indes
1.90E+13,"At a meeting of the Council-general of the Company of Scotland, trading to Africa and the Indies. Holden at Edinburgh, the 5th day of September, 1698",NULL,[n.p.],1698,English,Finance Company of Scotland Trading to Africa and the Indies
1.90E+13,A view of Mr. Paterson's claim upon the equivalent,"Paterson, William",[n.p.],1713,English,Finance Company of Scotland Trading to Africa and the Indies
1.90E+13,The proposals of the Company of white-paper-makers,NULL,[n.p.],1690,English,Finance Company of White-Paper-Makers
1.90E+13,"The dveties of constables, borsholders, tythingmen, and such other lowe and lay ministers of the peace. Whereunto be adioyned, the seuerall offices of church ministers and churchwardens, and ouerseers for the poore, surueig hours of the highwayes, and distributors of the prouision against noysome fowle and vermine","Lambarde, William",London,1602,English,Finance Constables
1.90E+13,"Time bargains tried by the rules of equity, and principles of the civil law","Dalrymple, David, Sir",London,1720,English,Finance Contracts
1.90E+13,"A narrative of the proceedings of the Committee for preservation of the customes, in the case of Mr George Cony Merchant","Cony, George",London,1655,English,"Finance Cony, George"
1.90E+13,"The Examinations and informations upon oath, of Sir Thomas Cooke, and several other persons: Lately taken before a committee of both houses of Parliament, touching divers indirect practices, to procure by corrupt and unlawful means, a new charter, and act of Parliament for the East-India Company. As also the articles of impeachment by the honourable House of Commons, against the Duke of Leeds. With his grace's answer thereunto",NULL,[n.p.],1695,English,"Finance Cooke, Thomas,"
1.90E+13,"An Hvmble petition and remonstrance presented unto both high and honourable Houses of Parliament, concerning the insupportable grievance of the farthing tokens",NULL,[n.p.],1642,English,Finance Copper coins
1.90E+13,"By the king. A proclamation for making currant his majesties farthings & half-pence of copper, and forbidding all others to be used",NULL,[London] in the Savoy,1672,English,Finance Copper coins
1.90E+13,Proclamation anent copper coyn,NULL,Edinburgh,1671,English,Finance Copper coins
1.90E+13,"The Case of the contractors, for making and vending copper half-pence and farthings",undefined,[n.p.],1697,English,Finance Copper coins
1.90E+13,"The True state of the case, with relation to foreign cordage imported and exported; with regard to what the queen receives for customs by the said importation and exportation of cordage made here; besides the employment of her own subjects in manufacturing the same",undefined,[n.p.],1680,English,Finance Cordage industry
1.90E+13,"The Case of the starch-makers of the cities of London and Westminster, and suburbs of the same",undefined,[n.p.],1714,English,Finance Cornstarch
1.90E+13,"The special report, from the Committee appointed to inquire into, and examine the several subscriptions for fisheries, insurances, annuities for lives, and all other projects carryed on by subscription, in and about the cities of London and Westminster; and to inquire into all undertakings for purchasing joint-stocks, or obsolete charters",NULL,London,1720,English,Finance Corporation law
1.90E+13,"An ordinance ... for the explanation of the weekely assessment in London. And that the city of London shall have the publike faith of the kingdome, for the re-payment of 24000 li. for every 40000 li. that shall be monethly collected, and paid in by the said city, upon the said ordinance, for which, the Lord Maior and aldermen onely are to be committees: the Common-councell men and aldermens deputies being hereby discharged of the paines and trouble thereof",NULL,London,1643,English,Finance Corporation of London
19010429S01200,The case of the Mine-Adventurers.,NULL,[London],1708,English,Finance Corporation of the Mine Adventurers of England
1.90E+13,"The report of the Committee of the House of Commons, to whom it was referred to consider of the humble petitions of several creditors and proprietors of principal mony, annuities and shares in the mine-adventure of England; with the resolutions of the House of Commons thereupon",NULL,London,1710,English,Finance Corporation of the Mine Adventurers of England
1.90E+13,"Questions propounded, or qu抇res, concerning remedies, and taking away of the extreame and unnecessary charges, expences, troubles, and long delayes in just causes and suits in courts of equity and others called English courts, and abating those that may be for contention and trouble only, and the preservation of many honest men from great losses, and others from undoing thereby, without hindrance or prejudice to any but unnecessary and upstart officers. And how many hundred thousand pounds may be saved to the Common-wealth yearly, by reducing proceedings, in law to the old and legall proceedings and taking away those that be unlawfull and contrived by exacting officers for their own only gaine. Authorized to be printed and published for the good of the Common-wealth",undefined,London,1647,English,Finance Costs (Law)
1.90E+13,"The Traitors mint, or a full and true discovery of the grand crew of coyners & clippers of money in Glocester-shire. Being a perfect relation of the taking, examination, and commitment of twenty several persons at Tewxburg, and Stow in the Old, for trayterous counterfeiting and impairing his majesties coyn. All sent to Glocester goal the week before Christmass, and now remaining there. With the manner how they were first taken notice of, and discovered; and their consession before Justice Dutton, who committed them",undefined,London,1674,English,Finance Counterfeiters
